post_type,text
1,"['อนุญาต', 'ขาย', 'สัญญา', 'หอ', 'Viewpoint', 'มจพ', 'สัญญา', '7', 'เดือน', 'ห้อง', 'เดือน', '6000', 'ชั้น', '6', 'ห้อง', 'กลาง', 'หัว', 'มุม', 'ระเบียง', 'อำนวย', 'สะดวก', 'ลิฟ', 'จอด', 'รถ', 'ร่ม', 'เครื่อง', 'ซัก', 'ผ้า', 'ชั้น', 'คีย์การ์ด', 'เครื่อง', 'กรอง', 'น้ำ', 'หอ', 'wifi', 'ห้อง', 'เฟอร์นิเจอร์ครบ', 'บิ้ว', 'อิน', 'ตู้', 'เตียง', '5', 'ฟุต', 'โต๊ะ', 'เก้าอี้', '1', 'ตัว', 'เครื่อง', 'ไฟฟ้า', 'ทีวี', 'ตู้', 'เย็น', 'เครื่อง', 'ทำ', 'น้ำ', 'อุ่น', 'แอร์', 'น้ำ', '20', 'ไฟ', '8', 'ประกัน', '10000', 'หอ', 'ล่วงหน้า', '6000', 'ขาย', 'สัญญา', '15000', 'ขาย', 'ย้าย', 'คอนโด']"
1,"['ขาย', 'สัญญา', 'หอพัก', 'เดอะ', 'คอน', 'เนอ', 'ร์', 'ต้นเดือน', 'ธันวา', 'สัญญา', '12000', 'บาท', 'ขายต่อ', '7000', 'บาท', 'ห้อง', 'เดือน', '4700', 'เดือน', 'ไฟ', '7', 'น้ำ', '18', 'สแกน', 'ลายนิ้วมือ', 'หอ', 'แอร์', 'เครื่องทำน้ำอุ่น', 'ตู้เสื้อผ้า', 'โต๊ะ', 'เก้าอี้', 'เตียง', '5', 'ฟุต', 'ร้าน', 'กินแถว', 'เซเว่น', 'วิน', 'มอไซด์', 'สอบถาม', 'linefaiiead', 'สนใจ', 'inbox', 'ขาย', 'สัญญา', 'หอ']"
0,"['ลืม', 'หัวชาร์จ', 'ยี่ห้อ', 'Sony', 'ไหม', 'ลืม', 'ห้อง', 'centos', 'ห้อง', 'สมุด', 'วิศวะ', 'ตึก', '82', 'ชั้น', '3', 'คืน', 'เคาเตอร์', 'หน้า', 'ห้อง']"
0,"['กุญแจ', 'ตก', 'หน้า', 'ตึก', '62', 'ลาน', 'มะเร็ง', 'ทัก', 'เดี๋ยว']"
1,"['แบ่ง', 'ขาย', 'หัว', 'ปากกา', 'appl', 'pencil', 'หัว', '230', 'บาท', 'นัด', 'มอ']"
1,"['แบ่ง', 'ขาย', 'หัวปากกา', 'apple', 'pencil', 'หัว', '230', 'บาท', 'ใช้ได้', 'gen', '12', 'ของแท้', 'จากช็อป', 'นัด', 'มอ', 'มอ']"
0,"['ทำ', 'น้องหล่น', 'หาย', 'เจอ', 'น้อง', 'ทัก', 'น้อง', 'คืน', 'น้อง', 'อัลปาก้า']"
3,"['ขอโทษ', 'วิชา', '080303801', 'INNOVATIONS', 'DNA', 'อาจารย์', 'SMM', 'เซค', '1', 'ตาราง', 'พฤหัส', 'เวลา', '1700', '2000', 'เรียน', 'ห้อง', '63417', 'เปล่า', 'ย้าย', 'ห้อง', 'เรียน', '2', 'อาทิตย์', 'ห้อง', 'อะ']"
3,"['แบ่ง', 'ขาย', 'หัว', 'appl', 'pencil', 'แบบนี้', 'ไหม']"
3,"['ขาย', 'สาย', 'ชาร์จไอโฟน', 'usb', 'c', 'lightning', 'ไหม']"
0,"['คน', 'ลืม', 'บัตร', 'เสียบ', 'คา', 'ตู้', 'atm', 'ธนาคารกรุงเทพ', 'มอ', 'ติดต่อ']"
1,"['ขาย', 'สัญญา', 'หอ', 'มอ', 'เพื่อน', 'ซื้อ', 'sign', 'ห้อง', 'มุม', 'ห้อง', 'เดือน', '5000', 'หอ', 'กลาง', 'ซอย', '711', 'ของกิน', 'ห้อง', 'ชั้น', '2', 'เดิน', 'นิดเดียว', 'เจ้าของ', 'หอ', 'คุย', 'ไฟ', '8', 'น้ำ', '18', 'เตียง', '5', 'ฟุต', 'โต๊ะ', 'อ่าน', 'นส', 'ตู้เสื้อผ้า', 'สนใจ', 'สอบถาม', 'เข้ามา', 'ดู', 'ห้อง']"
3,"['อนุญาต', 'แจ้ง', 'ข้อมูล', 'ป้าร้าน', 'กาแฟ', 'หน้า', 'ร้าน', 'ถ่าย', 'เอกสาร', 'เดิน', 'ประตู', 'ม', 'นิดเดียว', 'ฝาก', 'ลูกค้า', 'ท่าน', 'นึง', 'ซื้อ', 'โอน', 'เงิน', 'เงิน', '6', 'พัน', 'บาท', 'เงิน', 'บัญชี', 'หาย', 'ปกติ', 'ลอง', 'สอบถาม', 'ป้า', 'ขอบคุณ']"
1,"['น้องๆ', 'คน', 'คอนโด', 'เซ็น', 'ทริค', 'ติวานนท์', 'ปล่อย', 'ให้เช่า', 'สิทธิ์', 'จอด', 'รถยนต์']"
0,"['เจอ', 'กระเป๋า', 'เงิน', 'หนัง', 'สีน้ำเงิน', 'clip', 'wallet', 'มอ', 'แจ้ง', 'ตอนนี้', 'กระเป๋า', 'เงิน', 'หาย']"
0,"['ขออนุญาต', 'ตามหา', 'แมว', 'น้อง', 'ชื่อ', 'บั', 'มก', 'ิ้น', 'แมว', 'ส้ม', 'อ้วน', 'หาง', 'คด', 'ขี้กลัว', 'หาย', 'หอ', 'parks', 'ซอย', 'ป่า', 'กล้วย', 'พบเห็น', 'รบกวน', 'ติดต่อ', 'กลับมา', 'เป็นห่วง', 'ข้าวน้อง', 'กิน']"
0,"['อนุญาต', 'สอบถามค', 'ทำ', 'สูญหาย', 'นม', 'ค', 'เหรอ', 'คาด', 'ลืม', 'ตึก', 'วาน', 'ค่']"
1,"['ขาย', 'ขาย', 'สัญญา', 'หอ', 'atom', 'place', 'สัญญา', 'ห้อง', 'เดือน', 'สุดท้าย', 'จ่าย', '15000', 'บาท', 'สัญญา', 'เดิม', '16000', 'บาท', 'คืน', '10000', 'บาท', 'เดือน', 'ธันวาคม', 'ห้อง', '26', 'ตรม', 'ชั้น', '4', 'วิว', 'หน้า', 'ห้อง', 'เดือน', '6000', 'บาท', 'น้ำหน่วย', '18', 'บาท', 'ไฟ', 'หน่วย', '8', 'บาท', 'เฟอร์นิเจอร์บิ้วท์', 'อิน', 'ตู้', 'เย็น', 'ทีวี', '42', 'นิ้ว', 'ลิฟต์', 'เครื่อง', 'ทำ', 'น้ำ', 'อุ่น', 'นอน', '6', 'ฟุต', 'นอน', 'internet', 'wifi', '4', 'user', 'ฟรี', 'เครื่อง', 'ทำ', 'อุ่น', 'ห้องน้ำ', 'แยก', 'โซน', 'เปียก', 'แห้ง', 'ปลั้ก', 'ห้อง', 'ลิฟต์', 'ประตู', 'เข้าหอคีย์การ์ด', 'กุญแจ', '2', 'ดอก', '2', 'ใบ', 'เงิน', 'ตู้', 'ซัก', 'ผ้า', 'หยอด', 'เหรียญ', 'ตู้', 'กด', 'น้ำ', 'ชั้น', '6', 'กลาง', 'นั่ง', 'อ่าน', 'หนังสือ', 'ติด', 'ซุ่มคาเฟ', 'สะดวก', 'เวลา', 'อ่าน', 'หนังสือ', '711', 'เลี้ยง', 'แมว', 'สนใจ', 'ห้อง', 'inbox']"
3,"['หา', 'รองเท้า', 'น้องหาย', 'ชั้น', 'รองเท้า', 'หน้า', 'หอเอื้อง', 'ฟ้า', 'ใส่', 'คืน', 'ภาพ']"
3,"['มอ', 'ร้าน', 'ขาย', 'อุปกรณ์', 'เครื่อง', 'คพ']"
0,"['บัตร', 'นศกด', 'เงิน', 'เซเว่น', 'แยก', 'มอ', 'ลืม', 'บัตร', 'ปกติ', 'ตู้', 'ดูด', 'เข้าไป', 'คน', 'ดึง', 'ออกมา', 'กด', 'ตอน', '4', 'โมง', 'เย็น', 'เจอ', 'ติด', 'ต่อมา', 'บัตร', 'นศ', 'ชื่อ', 'กนก', 'พร', 'ลาภ', 'นิ', 'มิตร', 'ชัย']"
1,"['ขาย', 'ตู้เย็น', 'ไหม', 'ราคา', 'แพง']"
3,"['หอ', 'ปล่อย', 'ให้เช่า', 'รายวัน', 'มอ', 'ที่จอดรถ', 'งับ', 'บ']"
3,"['หาคน', 'หารคอสmath', '1', 'ติว', 'คน', '330', 'สนใจ', 'แชต']"
0,"['รีโมท', 'กุญแจ', 'รถ', 'ตก', 'เจอ', 'รบกวน', 'ติดต่อ', '0971247261']"
1,"['ขาย', 'สัญญา', 'หอ', 'คา', 'ริ', 'สม่า', 'สนใจ', 'ทัก', 'สอบถาม', 'รายละเอียด', 'รูป']"
1,"['ขาย', 'สัญญา', 'หอ', 'bless', 'salcha', 'สัญญา', '10900', 'เข้าเดือน', '5800', '16700', 'ตอน', 'หมดสัญญา', 'ได้คืน', '10900', 'หมดสัญญา', 'กค', '2566', 'ห้อง', 'เดือน', '5800', 'ค่าน้ำ', 'หน่วย', '20', '฿', 'ไฟ', 'หน่วย', '8', '฿', 'ชั้น', '5']"
1,"['มองหา', 'airpod', 'gen', '2', 'ขาย', 'มือ', '1', 'นัด', 'ม']"
0,"['รบกวน', 'นิดนึง', '4', 'มค', 'ผม', 'ทำ', 'แบงค์', '1000', 'บาท', 'หล่น', 'หาย', 'แถวๆ', 'ทางเดิน', 'สนาม', 'บอล', 'แถวๆ', 'หน้า', 'ตึก', 'IC', 'บ้างมั้ย']"
0,"['ลืม', 'วาน', '19', 'ธค', 'ร้าน', 'ข้าว', 'สะพาน', 'มะเดี่ยว']"
3,"['สอบถาม', 'แถว', 'มอ', 'มอ', 'ร้าน', 'ขาย', 'ดิน', 'ปลูก', 'ผัก']"
0,"['ลืม', 'กุญแจ', 'ลาน', 'กาแฟ', 'หน้า', 'ตึก', '62', 'ฝาก', 'ร้าน', 'กาแฟ', 'ค้า', 'บบ']"
1,"['ปล่อย', 'สัญญาเช่า', 'คอนโด', 'ทาวน์', 'ลุมพินี', 'นคร', 'อินทร์', 'ห้อง', '26', 'ตรม', 'ชั้น', '21', 'อาคาร', 'บี', 'ราคา', '5500', 'บาท', 'เดือน', 'ส่วนกลาง', 'ประกัน', '10000', 'บาท', 'ตอน', 'ได้คืน', '11400', 'เฟอร์นิเจอร์', 'เตียง', '5', 'ฟุต', 'ตู้เสื้อผ้า', 'แอร์', 'เครื่องทำน้ำอุ่น', 'ไมโครเวฟ', '2', 'เครื่อง', 'ตู้เย็น', 'โซฟา']"
1,"['ขาย', 'สัญญา', 'หอโซล', 'Soul', 'Dormitory', 'ต้น', 'เดือน', 'ค', 'สัญญา', '10000', 'ห้อง', '25', 'ตรม', 'ห้อง', 'มุม', 'ห้อง', '6400', 'บาท', 'น้ำหน่วย', '18', 'บาท', 'ไฟ', 'หน่วย', '8', 'บาท', 'ตู้', 'เย็น', 'แอร์', 'เครื่อง', 'ทำ', 'น้ำ', 'อุ่น', 'wifi', 'เตียง', '5', 'ฟุต', 'ห้อง', 'มุม', 'ชั้น', '3', 'ระเบียง', 'พื้นที่', 'อ่าน', 'หนังสือ', 'ล่าง', 'ซุ่มคาเฟ่', 'ตู้', 'ซัก', 'ผ้า', 'หยอด', 'เหรียญ', 'ตู้', 'กด', 'น้ำ', 'ล่าง', '711', 'สนใจ', 'inbox']"
0,"['บัตร', 'นศ', 'หาย', 'ติดต่อ', 'ห้อง', 'วิชาเทคโนโลยี', 'วิศวกรรม', 'ไฟฟ้า', 'ตึก', '63', 'ชั้น', '2']"
1,"['ขาย', 'สัญญา', 'หอ', 'พัก', 'smart', 'place', 'ต้น', 'เดือน', 'ธันวาคม', 'สัญญา', '10000', 'ขาย', '8500', 'บาท', 'สนใจ', 'คุย', 'ขาย', 'ฝึก', 'งาน', 'จังหวัด', 'เดือน', '4900', 'บาท', 'ไฟ', '8', 'บาท', 'น้ำ', '17', 'บาท', 'แอร์', 'โต๊ะ', 'เก้าอี้', 'กระจก', 'ตู้', 'เสื้อผ้า', 'ชั้น', 'วาง', 'ซิ้ง', 'ล้าง', 'จาน', 'ระเบียง', 'ปลอด', 'ภัย', 'ดี', 'WiFi', 'ห้อง', 'ละเครื่อง', 'ลิฟท์', 'ร้าน', 'ข้าวหน้า', 'หอ', 'หากิน', 'สะดวก', 'คับ', 'จอด', 'รถ', 'มอเตอร์ไซค์', 'รถ', 'ยนต์', 'คับ', 'สนใจ', 'ติดต่อ', '0992', '174341']"
1,"['ขาย', 'ตู้เย็น', 'ซัมซุง', '2', 'ประตู', '74', 'คิว', 'invert', 'กิน', 'ไฟ', '918', 'บาท', 'ปี', 'ใช้กับ', 'หอ', 'ไฟ', 'แพง', 'ใช้ได้', 'ปกติ', 'มีปัญหา', '4000', '฿']"
1,"['ขาย', 'ขาย', 'เครื่อง', 'เลข', 'รุ่น', 'FX', '991', 'EX', '450', '฿', 'ซื้อ', 'พัน', 'นึง', 'กี่', 'กล่อง', 'นัด', 'มอ']"
1,"['ขาย', 'บัตร', 'toy', 'พรุ่งนี้', '150', 'บาท', 'เพื่อน', 'บอ', 'สาว', 'น่ารัก', 'มือ', 'ลั่น', 'กด', 'ซื้อ', 'ไว', 'ขาย', 'จ่าย', 'ทำ', 'ผม']"
0,"['airpod', 'pro', 'เคส', 'spiderman', 'แถว', 'ตลาด', 'ชิล', 'ชิล', 'หาย', 'เสาร์']"
0,"['เจอ', 'airpod', 'รุ่น', '2', 'หล่น', 'แถว', 'ตึก', '81', 'มั้ง', 'หาย', 'พฤหัส', 'ที่ผ่านมา', 'ตัว', 'หูฟัง', '2']"
0,"['เจอ', 'เครื่อง', 'เลข', 'ห้อง', 'แลปฟิสิกส์', 'ชั้น', '8', '16001700', 'น', 'ปล่อย', 'เครื่อง', 'คิดเลข', 'ตอน', 'ขอบคุณ']"
0,"['เจอ', 'คีย์', 'การ์ด', 'ตก', 'หาย', 'ไหม']"
0,"['เจอ', 'คีย์', 'การ์ด', 'สี', 'ขาว', 'กุญแจ', 'ติด', 'ไหม', 'แน่ใจ', 'หาย', 'ห้อง', '402', 'ตึก', '89', 'มอ', 'โรง', 'อาหาร', 'เจอ', 'ไหม', 'หา', 'สัก', 'พัก', 'เจอ', 'เจอ', 'เม้น']"
0,"['เห็น', 'กระเป๋า', 'ตัง', 'สี', 'ผ้า', 'ยีนส์', 'หล่น', 'หาย', 'แถว', 'หน้า', 'ร้า', 'นม', '44', 'หาย', 'เวลา', 'เที่ยง', 'พบเห็น', 'ขอบคุณ']"
3,"['ขนส่ง', 'มอ', 'เสาร์', 'เดิน', 'หา', 'เจอ']"
3,"['ตามหา', 'เครื่องคิดเลข']"
3,"['ตามหา', 'สัญญา', 'หอ', 'ST', 'ปีหน้า', 'เดือน', 'ไหนก็ได้']"
1,"['ตู้', 'เย็น', '68', 'สภาพ', 'ดี', 'งาน', 'ปกติ', '3500', 'บาท', 'มอ', 'ติดต่อ', 'โทร', '0620126532']"
0,"['บัตร', 'นักศึกษา', 'หาย', 'ติดต่อ', 'ทำ']"
0,"['บัตร', 'นักศึกษา', 'หาย', 'ทำ', 'อย่างไรบ้าง']"
0,"['ปากกา', 'Ipad', 'ตึกวิทย์ประยุกต์', 'ชั้น', '34', 'ตก']"
3,"['ผม', 'ทำ', 'บัตร', 'นักศึกษา', 'หาย', 'แจ้ง']"
0,"['พบเห็น', 'โทรศัพท์', 'ไอโฟน', '7', 'สีดำ', 'ใส่', 'เคส', 'ใส', 'รูป', 'ผู้หญิง', 'ตั๋วรถไฟ', 'เคส', 'บ้างมั้ย', 'ทำ', 'ตก', 'บริเวณ', 'ปากซอยวงศ์', 'สว่าง', '15']"
